transaction_id,customer_id,amount,payment_method,failure_reason,retry_count,customer_quality_score,true_recovery_probability,recovered,created_at
16898,3186,9387.14,card,repeated_failure,2,0.901,0.15,0,2026-07-11 13:02:35
16899,2121,9852.87,upi,network_timeout,2,0.92,0.708,1,2026-06-24 13:02:35
16900,2624,2027.06,wallet,temporary_bank_failure,1,0.767,0.777,1,2026-06-26 13:02:35
16901,4471,4755.48,netbanking,network_timeout,3,0.622,0.509,0,2026-07-08 13:02:35
16902,4914,2580.77,netbanking,temporary_bank_failure,0,0.745,0.848,1,2026-07-10 13:02:35
16903,885,1006.28,wallet,insufficient_balance,1,0.691,0.446,0,2026-07-25 13:02:35
16904,344,839.25,wallet,network_timeout,0,0.353,0.641,1,2026-07-18 13:02:35
16905,4615,6542.26,card,authentication_failure,2,0.864,0.536,0,2026-07-19 13:02:35
16906,96,1287.69,netbanking,temporary_bank_failure,1,0.884,0.824,0,2026-08-05 13:02:35
16907,3177,361.79,card,customer_abandonment,1,0.748,0.219,0,2026-08-25 13:02:35
16908,4115,9804.74,card,network_timeout,2,0.883,0.693,0,2026-07-31 13:02:35
16909,415,9420.2,card,temporary_bank_failure,1,0.474,0.66,1,2026-08-25 13:02:35
16910,4379,3423.73,upi,authentication_failure,2,0.49,0.386,0,2026-07-11 13:02:35
16911,3272,1485.68,card,authentication_failure,2,0.786,0.504,1,2026-07-15 13:02:35
16912,4896,3373.71,netbanking,insufficient_balance,0,0.722,0.539,1,2026-08-16 13:02:35
16913,4336,801.76,netbanking,repeated_failure,1,0.84,0.206,0,2026-06-18 13:02:35
16914,2322,6395.58,netbanking,insufficient_balance,2,0.207,0.173,0,2026-06-29 13:02:35
16915,2822,8317.93,card,repeated_failure,0,0.74,0.246,0,2026-06-16 13:02:35
16916,3233,5978.83,wallet,customer_abandonment,1,0.844,0.258,0,2026-07-13 13:02:35
16917,388,4355.53,netbanking,insufficient_balance,2,0.841,0.426,0,2026-06-20 13:02:35
16918,2792,4490.25,netbanking,insufficient_balance,1,0.827,0.501,1,2026-08-23 13:02:35
16919,4188,3429.33,upi,insufficient_balance,1,0.805,0.492,0,2026-07-11 13:02:35
16920,4897,2547.46,upi,temporary_bank_failure,3,0.689,0.586,1,2026-08-02 13:02:35
16921,3507,6971.7,netbanking,authentication_failure,0,0.858,0.693,1,2026-08-01 13:02:35
16922,3886,8706.98,netbanking,insufficient_balance,1,0.79,0.486,0,2026-05-31 13:02:35
16923,3293,6558.0,wallet,temporary_bank_failure,0,0.9,0.91,1,2026-08-25 13:02:35
16924,2392,7966.32,card,repeated_failure,2,0.59,0.026,0,2026-06-13 13:02:35
16925,1334,4632.91,netbanking,temporary_bank_failure,1,0.541,0.686,1,2026-07-10 13:02:35
16926,4713,7895.54,netbanking,repeated_failure,2,0.822,0.119,0,2026-07-17 13:02:35
16927,861,2058.43,card,network_timeout,3,0.506,0.462,0,2026-08-03 13:02:35
16928,203,2439.56,netbanking,network_timeout,1,0.847,0.759,1,2026-08-21 13:02:35
16929,1076,9216.07,netbanking,customer_abandonment,2,0.758,0.143,0,2026-07-25 13:02:35
16930,2377,4671.51,upi,insufficient_balance,0,0.785,0.564,1,2026-06-20 13:02:35
16931,1058,6513.79,netbanking,customer_abandonment,3,0.492,0.02,0,2026-06-13 13:02:35
16932,3259,5338.95,upi,authentication_failure,1,0.753,0.571,0,2026-08-07 13:02:35
16933,3072,6186.0,card,network_timeout,2,0.831,0.672,0,2026-08-24 13:02:35
16934,4583,7666.75,upi,insufficient_balance,3,0.745,0.308,0,2026-07-06 13:02:35
16935,2990,5462.2,wallet,authentication_failure,2,0.808,0.513,0,2026-08-20 13:02:35
16936,2512,3712.06,card,insufficient_balance,2,0.814,0.416,0,2026-07-16 13:02:35
16937,3477,672.8,wallet,repeated_failure,0,0.586,0.184,0,2026-06-13 13:02:35
16938,332,4398.58,netbanking,network_timeout,1,0.938,0.795,1,2026-06-05 13:02:35
16939,2122,913.71,card,authentication_failure,1,0.568,0.497,0,2026-06-08 13:02:35
16940,1131,1316.89,wallet,authentication_failure,2,0.863,0.535,0,2026-06-19 13:02:35
16941,1724,5091.86,wallet,insufficient_balance,3,0.637,0.265,0,2026-06-07 13:02:35
16942,3878,6191.1,upi,repeated_failure,1,0.539,0.086,0,2026-06-08 13:02:35
16943,4945,168.55,card,customer_abandonment,2,0.695,0.118,0,2026-08-17 13:02:35
16944,794,5531.85,wallet,authentication_failure,0,0.918,0.717,1,2026-07-02 13:02:35
16945,594,2412.67,card,insufficient_balance,0,0.654,0.512,0,2026-07-15 13:02:35
16946,3409,5339.03,netbanking,temporary_bank_failure,2,0.569,0.618,1,2026-08-06 13:02:35
16947,2545,3191.32,netbanking,insufficient_balance,2,0.748,0.389,1,2026-07-08 13:02:35
16948,1264,7223.43,card,repeated_failure,2,0.853,0.131,0,2026-08-12 13:02:35
16949,2881,1471.22,wallet,repeated_failure,1,0.529,0.082,0,2026-08-17 13:02:35
16950,1739,4435.48,netbanking,temporary_bank_failure,1,0.827,0.801,1,2026-08-12 13:02:35
16951,102,5737.58,card,customer_abandonment,0,0.741,0.296,1,2026-08-18 13:02:35
16952,4099,8274.6,upi,network_timeout,0,0.715,0.786,1,2026-06-09 13:02:35
16953,1461,3967.38,wallet,repeated_failure,1,0.829,0.202,0,2026-06-15 13:02:35
16954,2902,8713.95,card,temporary_bank_failure,3,0.521,0.518,1,2026-08-13 13:02:35
16955,2419,9020.11,wallet,repeated_failure,1,0.833,0.203,0,2026-08-21 13:02:35
16956,4784,9480.9,upi,customer_abandonment,3,0.577,0.02,0,2026-07-17 13:02:35
16957,1845,6229.28,upi,customer_abandonment,1,0.888,0.275,1,2026-08-02 13:02:35
16958,1161,3591.78,wallet,temporary_bank_failure,1,0.831,0.802,0,2026-08-26 13:02:35
16959,2743,3745.82,upi,repeated_failure,0,0.769,0.258,0,2026-08-22 13:02:35
16960,3803,2278.58,wallet,repeated_failure,0,0.758,0.253,0,2026-06-18 13:02:35
16961,1522,4310.29,wallet,insufficient_balance,2,0.898,0.449,0,2026-08-24 13:02:35
16962,1839,6852.92,netbanking,customer_abandonment,2,0.599,0.08,0,2026-05-30 13:02:35
16963,55,9364.16,card,customer_abandonment,2,0.755,0.142,0,2026-07-08 13:02:35
16964,1058,5441.13,wallet,repeated_failure,1,0.492,0.067,0,2026-06-25 13:02:35
16965,2476,2191.91,netbanking,repeated_failure,0,0.929,0.322,1,2026-07-29 13:02:35
16966,2235,2036.33,netbanking,repeated_failure,0,0.814,0.276,0,2026-06-24 13:02:35
16967,938,3035.37,netbanking,customer_abandonment,2,0.746,0.138,1,2026-08-07 13:02:35
16968,1637,7394.36,card,temporary_bank_failure,2,0.964,0.776,1,2026-06-29 13:02:35
16969,2611,5126.87,upi,authentication_failure,0,0.413,0.515,0,2026-07-28 13:02:35
16970,1994,8119.54,card,network_timeout,2,0.541,0.556,0,2026-07-31 13:02:35
16971,2196,6519.81,upi,customer_abandonment,2,0.744,0.138,0,2026-06-21 13:02:35
16972,2721,8350.81,wallet,network_timeout,0,0.797,0.819,1,2026-08-25 13:02:35
16973,3996,7722.25,wallet,repeated_failure,0,0.373,0.099,1,2026-08-05 13:02:35
16974,2884,628.17,netbanking,customer_abandonment,2,0.886,0.194,0,2026-06-13 13:02:35
16975,125,7223.83,wallet,customer_abandonment,1,0.94,0.296,1,2026-08-05 13:02:35
16976,767,6287.01,card,insufficient_balance,2,0.51,0.294,0,2026-07-31 13:02:35
16977,4434,549.82,upi,insufficient_balance,1,0.865,0.516,1,2026-07-25 13:02:35
16978,1743,7509.65,upi,repeated_failure,0,0.601,0.19,0,2026-07-04 13:02:35
16979,3620,7342.15,upi,insufficient_balance,0,0.889,0.606,1,2026-06-05 13:02:35
16980,2497,6358.63,upi,repeated_failure,1,0.765,0.176,1,2026-07-26 13:02:35
16981,1374,4168.82,netbanking,network_timeout,3,0.475,0.45,0,2026-07-20 13:02:35
16982,2830,5206.27,wallet,authentication_failure,2,0.529,0.402,1,2026-06-09 13:02:35
16983,4117,1987.37,upi,repeated_failure,1,0.849,0.21,0,2026-06-26 13:02:35
16984,3818,9361.93,wallet,customer_abandonment,2,0.757,0.143,1,2026-06-12 13:02:35
16985,3643,345.32,wallet,insufficient_balance,2,0.708,0.373,0,2026-07-26 13:02:35
16986,562,679.39,card,insufficient_balance,0,0.552,0.471,1,2026-08-22 13:02:35
16987,2611,7085.44,upi,insufficient_balance,2,0.413,0.255,0,2026-08-15 13:02:35
16988,4773,4030.89,card,network_timeout,3,0.615,0.506,0,2026-07-20 13:02:35
16989,173,6078.74,upi,authentication_failure,3,0.698,0.389,0,2026-07-27 13:02:35
16990,598,8933.33,card,network_timeout,0,0.746,0.798,1,2026-07-26 13:02:35
16991,3763,4053.21,card,repeated_failure,1,0.711,0.154,0,2026-06-29 13:02:35
16992,1568,3715.16,card,authentication_failure,0,0.697,0.629,0,2026-07-16 13:02:35
16993,4999,5037.73,netbanking,authentication_failure,0,0.934,0.724,1,2026-06-07 13:02:35
16994,4123,3525.35,wallet,network_timeout,1,0.252,0.521,0,2026-07-26 13:02:35
16995,565,1593.9,card,customer_abandonment,0,0.821,0.328,0,2026-05-30 13:02:35
16996,1193,393.66,upi,temporary_bank_failure,2,0.558,0.613,1,2026-07-31 13:02:35
16997,4538,2272.51,netbanking,temporary_bank_failure,3,0.913,0.675,1,2026-06-26 13:02:35
16998,2319,9079.9,netbanking,authentication_failure,1,0.805,0.592,1,2026-07-19 13:02:35
16999,3381,5830.09,card,authentication_failure,2,0.564,0.416,1,2026-08-20 13:02:35
17000,3590,914.56,wallet,repeated_failure,2,0.42,0.02,0,2026-06-21 13:02:35
17001,1853,3475.59,upi,authentication_failure,3,0.535,0.324,1,2026-07-08 13:02:35
17002,1489,4647.52,card,customer_abandonment,2,0.862,0.185,0,2026-07-18 13:02:35
17003,1422,1987.05,upi,insufficient_balance,0,0.639,0.506,1,2026-07-11 13:02:35
17004,2886,5877.0,wallet,customer_abandonment,2,0.676,0.11,0,2026-07-11 13:02:35
17005,4561,4082.69,wallet,temporary_bank_failure,0,0.669,0.818,1,2026-06-21 13:02:35
17006,55,9815.46,upi,repeated_failure,1,0.755,0.172,0,2026-06-14 13:02:35
17007,295,7355.47,netbanking,customer_abandonment,1,0.835,0.254,0,2026-05-31 13:02:35
17008,1692,8326.36,netbanking,authentication_failure,3,0.497,0.309,1,2026-07-04 13:02:35
17009,380,3904.66,wallet,customer_abandonment,0,0.813,0.325,1,2026-06-29 13:02:35
17010,2656,4035.67,upi,network_timeout,1,0.86,0.764,1,2026-08-08 13:02:35
17011,4282,5925.24,netbanking,authentication_failure,3,0.783,0.423,0,2026-08-24 13:02:35
17012,719,4837.0,wallet,customer_abandonment,3,0.785,0.074,0,2026-06-11 13:02:35
17013,493,6905.21,netbanking,temporary_bank_failure,0,0.556,0.772,1,2026-07-03 13:02:35
17014,4274,638.28,upi,repeated_failure,1,0.349,0.02,0,2026-08-24 13:02:35
17015,4235,5801.07,netbanking,customer_abandonment,0,0.436,0.174,0,2026-07-23 13:02:35
17016,567,1737.13,netbanking,temporary_bank_failure,3,0.546,0.528,1,2026-07-13 13:02:35
17017,3087,1925.65,netbanking,customer_abandonment,3,0.874,0.11,0,2026-07-02 13:02:35
17018,2574,612.43,wallet,authentication_failure,1,0.736,0.564,1,2026-08-03 13:02:35
17019,119,1547.2,wallet,network_timeout,0,0.69,0.776,1,2026-06-16 13:02:35
17020,2199,9144.35,netbanking,network_timeout,0,0.833,0.833,1,2026-06-26 13:02:35
17021,1264,445.19,card,temporary_bank_failure,1,0.853,0.811,0,2026-08-20 13:02:35
17022,3605,9328.98,card,network_timeout,2,0.78,0.652,1,2026-06-30 13:02:35
17023,1090,9412.77,upi,repeated_failure,3,0.69,0.02,0,2026-07-29 13:02:35
17024,1675,3556.32,wallet,temporary_bank_failure,2,0.832,0.723,1,2026-08-12 13:02:35
17025,2093,3350.56,wallet,temporary_bank_failure,2,0.327,0.521,0,2026-07-10 13:02:35
17026,147,7193.09,card,insufficient_balance,1,0.271,0.278,1,2026-08-01 13:02:35
17027,3128,2362.29,netbanking,insufficient_balance,0,0.785,0.564,1,2026-07-03 13:02:35
17028,3935,9445.61,wallet,repeated_failure,1,0.66,0.134,0,2026-08-05 13:02:35
17029,4434,2339.44,netbanking,temporary_bank_failure,1,0.865,0.816,1,2026-08-25 13:02:35
17030,3631,4965.18,upi,customer_abandonment,0,0.694,0.278,1,2026-07-12 13:02:35
17031,2324,1314.43,wallet,network_timeout,0,0.658,0.763,1,2026-08-12 13:02:35
17032,2941,3531.56,upi,network_timeout,0,0.743,0.797,1,2026-07-29 13:02:35
17033,4180,397.06,card,authentication_failure,1,0.821,0.598,1,2026-06-01 13:02:35
17034,4928,9316.5,netbanking,temporary_bank_failure,0,0.492,0.747,1,2026-06-14 13:02:35
17035,847,1453.42,netbanking,authentication_failure,2,0.702,0.471,0,2026-07-18 13:02:35
17036,4955,4375.51,card,customer_abandonment,3,0.865,0.106,0,2026-07-09 13:02:35
17037,493,2716.31,netbanking,network_timeout,3,0.556,0.482,1,2026-06-18 13:02:35
17038,4650,2049.22,upi,insufficient_balance,2,0.584,0.324,0,2026-06-25 13:02:35
17039,4348,7161.79,wallet,temporary_bank_failure,2,0.706,0.672,0,2026-08-03 13:02:35
17040,4951,6602.7,wallet,temporary_bank_failure,2,0.823,0.719,0,2026-07-27 13:02:35
17041,3084,1349.47,card,repeated_failure,1,0.61,0.114,0,2026-07-31 13:02:35
17042,3925,859.65,card,customer_abandonment,2,0.661,0.104,0,2026-05-31 13:02:35
17043,1964,2568.08,wallet,insufficient_balance,0,0.696,0.528,1,2026-05-30 13:02:35
17044,1836,7673.91,netbanking,insufficient_balance,1,0.961,0.554,0,2026-06-08 13:02:35
17045,1669,7002.7,wallet,repeated_failure,3,0.464,0.02,0,2026-06-22 13:02:35
17046,4423,7852.16,wallet,customer_abandonment,0,0.658,0.263,0,2026-08-06 13:02:35
17047,3594,6304.27,netbanking,repeated_failure,2,0.668,0.057,0,2026-08-22 13:02:35
17048,3078,8740.32,upi,authentication_failure,0,0.903,0.711,0,2026-08-22 13:02:35
17049,2077,2138.41,wallet,customer_abandonment,3,0.595,0.02,0,2026-06-05 13:02:35
17050,2448,2764.35,wallet,customer_abandonment,1,0.968,0.307,0,2026-08-17 13:02:35
17051,2829,2464.86,card,repeated_failure,1,0.923,0.239,0,2026-07-25 13:02:35
17052,2730,450.43,card,authentication_failure,2,0.691,0.466,0,2026-08-14 13:02:35
17053,3805,5390.85,upi,network_timeout,2,0.542,0.557,1,2026-06-07 13:02:35
17054,132,8859.44,card,customer_abandonment,2,0.536,0.054,1,2026-08-15 13:02:35
17055,921,5930.88,netbanking,repeated_failure,3,0.534,0.02,0,2026-07-30 13:02:35
17056,2265,813.51,upi,insufficient_balance,3,0.805,0.332,0,2026-08-23 13:02:35
17057,4838,1275.45,wallet,authentication_failure,0,0.63,0.602,0,2026-05-31 13:02:35
17058,1064,2274.76,wallet,network_timeout,1,0.692,0.697,1,2026-08-05 13:02:35
17059,3436,1326.53,netbanking,customer_abandonment,3,0.672,0.029,0,2026-06-21 13:02:35
17060,3770,1942.98,upi,authentication_failure,3,0.633,0.363,0,2026-05-30 13:02:35
17061,2808,1468.88,card,temporary_bank_failure,3,0.692,0.587,0,2026-06-05 13:02:35
17062,2393,7993.94,netbanking,customer_abandonment,3,0.567,0.02,0,2026-06-07 13:02:35
17063,3156,1339.82,upi,insufficient_balance,1,0.701,0.45,0,2026-08-05 13:02:35
17064,3455,1023.96,upi,customer_abandonment,0,0.612,0.245,1,2026-07-23 13:02:35
17065,4208,4281.39,upi,insufficient_balance,0,0.758,0.553,0,2026-06-17 13:02:35
17066,2632,8916.48,card,repeated_failure,0,0.725,0.24,0,2026-07-26 13:02:35
17067,3522,5086.47,netbanking,repeated_failure,1,0.397,0.029,0,2026-07-24 13:02:35
17068,2527,1068.23,upi,repeated_failure,1,0.611,0.114,0,2026-07-21 13:02:35
17069,1175,3803.92,upi,customer_abandonment,3,0.635,0.02,0,2026-08-17 13:02:35
17070,3696,2189.81,wallet,network_timeout,3,0.869,0.608,1,2026-06-20 13:02:35
17071,1540,1924.26,upi,insufficient_balance,1,0.833,0.503,1,2026-06-20 13:02:35
17072,564,9401.8,wallet,insufficient_balance,2,0.827,0.421,0,2026-07-11 13:02:35
17073,2076,6233.94,wallet,network_timeout,0,0.926,0.87,0,2026-06-25 13:02:35
17074,4548,6856.17,card,authentication_failure,2,0.527,0.401,0,2026-06-23 13:02:35
17075,937,3647.32,netbanking,temporary_bank_failure,0,0.736,0.844,0,2026-07-15 13:02:35
17076,3582,3338.26,card,network_timeout,2,0.73,0.632,1,2026-07-06 13:02:35
17077,922,8475.97,card,authentication_failure,1,0.491,0.466,1,2026-07-22 13:02:35
17078,907,5605.78,netbanking,temporary_bank_failure,0,0.756,0.852,1,2026-06-23 13:02:35
17079,3834,9729.69,card,customer_abandonment,2,0.833,0.173,0,2026-08-02 13:02:35
17080,3014,6073.83,upi,customer_abandonment,2,0.839,0.176,0,2026-08-18 13:02:35
17081,1828,5624.01,upi,repeated_failure,0,0.882,0.303,1,2026-06-24 13:02:35
17082,639,5855.92,netbanking,temporary_bank_failure,0,0.799,0.87,1,2026-06-07 13:02:35
17083,4288,2182.9,wallet,network_timeout,1,0.703,0.701,1,2026-06-06 13:02:35
17084,2950,9803.42,netbanking,customer_abandonment,1,0.486,0.114,0,2026-06-10 13:02:35
17085,635,4351.21,upi,authentication_failure,1,0.996,0.668,0,2026-05-30 13:02:35
17086,1427,5477.68,card,authentication_failure,1,0.693,0.547,1,2026-07-27 13:02:35
17087,3127,1119.07,upi,temporary_bank_failure,3,0.771,0.618,1,2026-07-28 13:02:35
17088,3668,4543.9,netbanking,repeated_failure,3,0.869,0.058,0,2026-07-27 13:02:35
17089,4850,1793.63,card,repeated_failure,3,0.768,0.02,0,2026-08-22 13:02:35
17090,4140,5270.02,wallet,temporary_bank_failure,0,0.867,0.897,1,2026-06-04 13:02:35
17091,4313,8390.45,upi,network_timeout,1,0.796,0.738,0,2026-08-22 13:02:35
17092,3260,1457.1,wallet,temporary_bank_failure,1,0.557,0.693,1,2026-08-14 13:02:35
17093,2802,7668.33,upi,customer_abandonment,3,0.885,0.114,0,2026-06-18 13:02:35
17094,3574,3224.32,wallet,insufficient_balance,0,0.613,0.495,1,2026-08-09 13:02:35
17095,1895,4175.04,wallet,network_timeout,0,0.863,0.845,1,2026-08-25 13:02:35
17096,2696,1258.88,upi,authentication_failure,2,0.819,0.518,0,2026-08-16 13:02:35
17097,1244,3492.53,netbanking,authentication_failure,2,0.754,0.492,1,2026-06-15 13:02:35
17098,4719,1098.28,upi,temporary_bank_failure,3,0.528,0.521,0,2026-06-13 13:02:35
17099,2680,8842.17,netbanking,customer_abandonment,3,0.48,0.02,0,2026-06-16 13:02:35
17100,4110,5928.86,upi,customer_abandonment,0,0.669,0.268,0,2026-06-28 13:02:35
17101,2613,4481.52,upi,insufficient_balance,2,0.936,0.464,1,2026-08-05 13:02:35
17102,4088,1354.6,netbanking,insufficient_balance,1,0.434,0.344,1,2026-08-24 13:02:35
17103,4193,5945.87,upi,repeated_failure,3,0.688,0.02,0,2026-08-08 13:02:35
17104,2217,6792.51,wallet,temporary_bank_failure,2,0.648,0.649,1,2026-06-26 13:02:35
17105,1333,6909.58,card,authentication_failure,3,0.693,0.387,1,2026-07-13 13:02:35
17106,406,6736.12,wallet,insufficient_balance,3,0.469,0.198,0,2026-06-12 13:02:35
17107,2144,414.03,netbanking,authentication_failure,0,0.722,0.639,0,2026-08-07 13:02:35
17108,2784,2238.27,wallet,insufficient_balance,0,0.861,0.594,1,2026-07-08 13:02:35
17109,1458,2846.38,card,temporary_bank_failure,2,0.513,0.595,1,2026-07-14 13:02:35
17110,4278,1573.92,upi,network_timeout,0,0.843,0.837,1,2026-07-18 13:02:35
17111,2359,4865.33,wallet,customer_abandonment,1,0.847,0.259,0,2026-06-17 13:02:35
17112,4405,9937.65,netbanking,customer_abandonment,1,0.874,0.27,0,2026-07-09 13:02:35
17113,3184,2621.93,upi,temporary_bank_failure,0,0.417,0.717,1,2026-08-11 13:02:35
17114,1396,3572.1,card,network_timeout,2,0.759,0.644,1,2026-06-19 13:02:35
17115,2443,2487.37,card,insufficient_balance,2,0.84,0.426,0,2026-08-23 13:02:35
17116,2014,978.25,card,network_timeout,1,0.953,0.801,1,2026-07-30 13:02:35
17117,3821,5599.46,netbanking,authentication_failure,2,0.746,0.488,1,2026-06-29 13:02:35
17118,3496,9722.09,netbanking,customer_abandonment,0,0.931,0.372,0,2026-06-03 13:02:35
17119,4598,2323.9,netbanking,authentication_failure,0,0.795,0.668,0,2026-07-04 13:02:35
17120,585,3128.33,card,temporary_bank_failure,0,0.783,0.863,1,2026-06-05 13:02:35
17121,4515,7765.79,upi,temporary_bank_failure,0,0.885,0.904,1,2026-08-09 13:02:35
17122,4769,623.7,wallet,customer_abandonment,3,0.449,0.02,0,2026-07-18 13:02:35
17123,4675,2085.92,upi,network_timeout,2,0.548,0.559,1,2026-07-25 13:02:35
17124,4086,4464.03,netbanking,repeated_failure,2,0.731,0.082,0,2026-07-16 13:02:35
17125,2828,5144.73,wallet,insufficient_balance,2,0.915,0.456,0,2026-08-08 13:02:35
17126,4198,9515.6,wallet,network_timeout,1,0.895,0.778,1,2026-07-06 13:02:35
17127,2826,4394.94,wallet,network_timeout,2,0.764,0.646,1,2026-06-19 13:02:35
17128,1950,9260.79,wallet,authentication_failure,3,0.985,0.504,1,2026-06-16 13:02:35
17129,2249,1376.97,wallet,repeated_failure,0,0.812,0.275,0,2026-08-10 13:02:35
17130,4369,2185.65,netbanking,customer_abandonment,2,0.82,0.168,0,2026-08-09 13:02:35
17131,1333,5858.57,wallet,insufficient_balance,3,0.693,0.287,0,2026-06-11 13:02:35
17132,2912,4323.43,card,customer_abandonment,2,0.687,0.115,0,2026-07-27 13:02:35
17133,3502,4145.6,card,temporary_bank_failure,2,0.706,0.672,1,2026-08-06 13:02:35
17134,2022,7956.68,upi,insufficient_balance,2,0.823,0.419,1,2026-07-31 13:02:35
17135,3216,4083.56,card,network_timeout,0,0.843,0.837,1,2026-07-13 13:02:35
17136,1562,9907.08,netbanking,authentication_failure,3,0.71,0.394,1,2026-06-29 13:02:35
17137,3941,2725.48,wallet,repeated_failure,2,0.746,0.088,1,2026-07-25 13:02:35
17138,4153,4381.49,card,customer_abandonment,2,0.591,0.076,0,2026-07-30 13:02:35
17139,3223,7336.38,wallet,customer_abandonment,3,0.748,0.059,0,2026-08-23 13:02:35
17140,2840,2763.77,wallet,customer_abandonment,0,0.733,0.293,1,2026-08-07 13:02:35
17141,286,2489.3,card,network_timeout,0,0.69,0.776,1,2026-08-22 13:02:35
17142,2213,442.51,wallet,network_timeout,0,0.884,0.854,1,2026-08-11 13:02:35
17143,3652,4672.94,netbanking,repeated_failure,2,0.89,0.146,0,2026-06-06 13:02:35
17144,1150,1624.38,upi,temporary_bank_failure,3,0.696,0.588,1,2026-06-02 13:02:35
17145,550,5266.48,wallet,temporary_bank_failure,3,0.744,0.608,0,2026-06-13 13:02:35
17146,4411,2220.86,card,repeated_failure,3,0.453,0.02,0,2026-06-12 13:02:35
17147,4746,1792.28,upi,insufficient_balance,3,0.84,0.346,0,2026-06-08 13:02:35
17148,4704,8563.79,netbanking,network_timeout,2,0.936,0.714,1,2026-06-08 13:02:35
17149,3022,6043.72,netbanking,network_timeout,2,0.592,0.577,0,2026-08-11 13:02:35
17150,3930,1548.15,upi,repeated_failure,0,0.865,0.296,0,2026-07-29 13:02:35
17151,4634,1856.47,card,customer_abandonment,0,0.929,0.372,0,2026-06-01 13:02:35
17152,4773,6858.08,upi,insufficient_balance,3,0.615,0.256,1,2026-08-10 13:02:35
17153,1625,3902.32,upi,network_timeout,1,0.829,0.752,1,2026-07-26 13:02:35
17154,1300,7056.87,wallet,temporary_bank_failure,2,0.773,0.699,0,2026-06-29 13:02:35
17155,66,723.36,netbanking,network_timeout,2,0.768,0.647,1,2026-07-11 13:02:35
17156,1722,1853.4,upi,temporary_bank_failure,1,0.849,0.81,1,2026-07-17 13:02:35
17157,2292,4503.38,card,repeated_failure,0,0.292,0.067,0,2026-06-25 13:02:35
17158,2913,2217.09,wallet,authentication_failure,1,0.695,0.548,0,2026-08-17 13:02:35
17159,1680,4993.26,netbanking,insufficient_balance,0,0.914,0.616,1,2026-06-22 13:02:35
17160,3055,4742.13,card,temporary_bank_failure,2,0.629,0.642,1,2026-08-02 13:02:35
17161,2512,9370.28,wallet,temporary_bank_failure,1,0.814,0.796,1,2026-07-21 13:02:35
17162,1521,4751.91,netbanking,authentication_failure,3,0.69,0.386,0,2026-06-14 13:02:35
17163,3865,1611.87,card,network_timeout,2,0.982,0.733,1,2026-05-31 13:02:35
17164,4105,6288.52,upi,insufficient_balance,3,0.715,0.296,0,2026-08-14 13:02:35
17165,4848,4133.44,card,insufficient_balance,0,0.852,0.591,1,2026-06-08 13:02:35
17166,4557,9655.45,wallet,repeated_failure,0,0.659,0.214,0,2026-08-05 13:02:35
17167,1312,2108.58,wallet,temporary_bank_failure,2,0.828,0.721,0,2026-07-05 13:02:35
17168,493,1478.69,wallet,temporary_bank_failure,0,0.556,0.772,1,2026-07-09 13:02:35
17169,4311,6880.91,netbanking,repeated_failure,2,0.384,0.02,0,2026-07-26 13:02:35
17170,3071,3565.25,card,network_timeout,0,0.927,0.871,1,2026-07-16 13:02:35
17171,2986,8902.41,upi,insufficient_balance,0,0.59,0.486,1,2026-07-18 13:02:35
17172,681,3390.02,card,customer_abandonment,3,0.661,0.024,0,2026-06-28 13:02:35
17173,1715,9691.15,netbanking,customer_abandonment,0,0.857,0.343,0,2026-06-28 13:02:35
17174,4749,6862.55,netbanking,customer_abandonment,3,0.456,0.02,0,2026-07-14 13:02:35
17175,4227,737.67,card,insufficient_balance,2,0.455,0.272,0,2026-06-24 13:02:35
17176,30,2484.37,wallet,network_timeout,3,0.896,0.618,1,2026-06-05 13:02:35
17177,601,9184.67,netbanking,temporary_bank_failure,0,0.778,0.861,1,2026-08-12 13:02:35
17178,2987,5673.82,card,insufficient_balance,2,0.91,0.454,0,2026-07-16 13:02:35
17179,3335,8534.98,upi,customer_abandonment,1,0.621,0.168,0,2026-08-08 13:02:35
17180,1892,788.71,netbanking,repeated_failure,0,0.712,0.235,0,2026-06-30 13:02:35
17181,4849,1334.79,wallet,insufficient_balance,1,0.575,0.4,0,2026-07-20 13:02:35
17182,3657,3145.62,netbanking,network_timeout,1,0.743,0.717,1,2026-06-23 13:02:35
17183,4667,8963.6,card,insufficient_balance,2,0.52,0.298,0,2026-07-10 13:02:35
17184,4661,9460.62,upi,temporary_bank_failure,0,0.772,0.859,1,2026-07-01 13:02:35
17185,2727,8316.25,upi,authentication_failure,0,0.473,0.539,1,2026-08-04 13:02:35
17186,2227,3201.32,card,repeated_failure,1,0.594,0.108,0,2026-06-16 13:02:35
17187,4053,7566.85,card,authentication_failure,2,0.631,0.442,0,2026-07-07 13:02:35
17188,2952,6212.01,card,repeated_failure,1,0.941,0.246,1,2026-06-21 13:02:35
17189,1575,1205.61,wallet,customer_abandonment,2,0.9,0.2,0,2026-08-08 13:02:35
17190,3687,7260.28,wallet,authentication_failure,3,0.581,0.342,0,2026-06-11 13:02:35
17191,3273,8163.32,card,customer_abandonment,1,0.807,0.243,1,2026-06-12 13:02:35
17192,4061,2543.97,card,customer_abandonment,0,0.75,0.3,1,2026-06-16 13:02:35
17193,362,1138.26,upi,repeated_failure,2,0.803,0.111,0,2026-05-31 13:02:35
